consumption_country	finalsale_country	finalsale_industry	threat_intensity
South Korea	China	Air freight transport	0.0164097894760659
South Korea	China	Pipeline transport	0.0349236824913074
South Korea	China	Warehousing	0.0385634009771577
South Korea	China	Hotels	0.0335754534968028
South Korea	China	Eating and drinking places	0.123423449129131
South Korea	China	Resident services and other services	0.213839310176852
South Korea	China	Culture and arts, radio, film and television	0.0846944979080237
South Korea	Colombia	Coffee products	0.0520665887696516
South Korea	Colombia	Leather tanning and preparation, leather products and footwear	0.0152971817124886
South Korea	Colombia	Hotel and restaurant	0.0127234048190334
South Korea	Colombia	Bussines services except financial services and real estate	0.0470243618613697
South Korea	Congo	Agriculture	0.0289548529853869
South Korea	Congo	Construction	0.0489124877934121
South Korea	Congo	Hotels and Restraurants	4.60663046237956
South Korea	Congo	Transport	1.55192805576174
South Korea	Congo	Post and Telecommunications	0.0473732675825648
South Korea	Congo	Education, Health and Other Services	3.30194620262426
South Korea	Costa Rica	Agriculture	0.0305731069872342
South Korea	Costa Rica	Electrical and Machinery	0.0685068290285532
South Korea	Costa Rica	Hotels and Restraurants	0.0450035170601146
South Korea	Costa Rica	Transport	0.0274610231167858
South Korea	Costa Rica	Education, Health and Other Services	0.0749731685303175
South Korea	Croatia	Fishing	0.0109226224178666
South Korea	Croatia	Electrical and Machinery	0.0144161170150477
South Korea	Cuba	Transport	0.010044763710681
South Korea	Cuba	Education, Health and Other Services	0.0184692259093796
South Korea	Cyprus	Fishing	0.0110782934632964
South Korea	Czech Republic	Fish and other fishing products, services incidental of fishing	0.0217109939700995
South Korea	Czech Republic	Machinery and equipment n.e.c.	0.0653941866874562
South Korea	Czech Republic	Radio, television and communication equipment and apparatus	0.0261251082150969
South Korea	Czech Republic	Other transport equipment	0.0239880994512468
South Korea	Czech Republic	Hotel and restaurant services	0.0185263944495808
South Korea	North Korea	Textiles and Wearing Apparel	0.0138093624150329
South Korea	North Korea	Electrical and Machinery	2.78139713979445
South Korea	North Korea	Transport Equipment	0.467953888148868
South Korea	North Korea	Hotels and Restraurants	0.0351527589401634
South Korea	North Korea	Transport	0.0365655204011125
South Korea	North Korea	Education, Health and Other Services	0.0267871848969403
South Korea	DR Congo	Agriculture	0.0195629289563769
South Korea	Denmark	Agriculture	0.0747893499871821
South Korea	Denmark	Agricultural services, landscape gardeners etc.	0.0447504668827028
South Korea	Denmark	Production etc. of meat and meat products	0.347610761626918
South Korea	Denmark	Processing etc. of fish and fish products	0.338676995985506
South Korea	Denmark	Mfr. of dairy products	0.0852663333388523
South Korea	Denmark	Manufacture of sugar	0.0114190159337319
South Korea	Denmark	Mfr. of other general purpose machinery	0.0109999594398533
South Korea	Denmark	Mfr. of machinery for industries etc.	0.0136294837102822
South Korea	Denmark	Mfr. of medical and optical instrum. etc.	0.0359973328723554
South Korea	Denmark	Building and repairing of ships and boats	0.0162775684099895
South Korea	Denmark	Re-export & Re-import	0.137313269418529
South Korea	Djibouti	Agriculture	0.0282932712957809
South Korea	Djibouti	Construction	0.0157085245747747
South Korea	Djibouti	Transport	0.0192819969896717
South Korea	Djibouti	Education, Health and Other Services	0.0119649161330119
South Korea	Dominican Republic	Food & Beverages	0.0725865581064715
South Korea	Dominican Republic	Hotels and Restraurants	0.0101695197244375
South Korea	Dominican Republic	Education, Health and Other Services	0.0111697555639515
South Korea	Ecuador	Shrimp prepared	0.0179785546655137
South Korea	Ecuador	Machinery and electrical equipment and appliances, parts and accessories	0.0153796655469968
South Korea	Ecuador	Other manufactured goods	0.252259840730371
South Korea	Ecuador	Building and construction work	0.0154140991142282
South Korea	Ecuador	Hotel and restaurant services	1.17138777423532
South Korea	Ecuador	Transportation and storage services	0.567716262095771
South Korea	Ecuador	Telecommunications services and other services	0.0102938335545765
South Korea	Ecuador	Financial intermediation	0.142592259146615
South Korea	Ecuador	Insurance and pension funds	0.0629901002828258
South Korea	Ecuador	Rental Housing Services	0.283245818228551
South Korea	Ecuador	Services rendered to companies	2.59582358285202
South Korea	Ecuador	Education Services	0.232938974052731
South Korea	Ecuador	Other social and personal services	0.0451648465639682
South Korea	Egypt	Agriculture	0.049860709130632
South Korea	Egypt	Food & Beverages	0.0245231291994171
South Korea	Egypt	Petroleum, Chemical and Non-Metallic Mineral Products	0.0102531202508278
South Korea	Egypt	Hotels and Restraurants	0.0101375819809114
South Korea	Egypt	Transport	0.0181786591628072
South Korea	Egypt	Education, Health and Other Services	0.0193042496553021
South Korea	Eritrea	Agriculture	0.0179500479587169
South Korea	Eritrea	Construction	0.0155055064247714
South Korea	Eritrea	Transport	0.0171036215380196
South Korea	Eritrea	Education, Health and Other Services	0.0109816940859991
South Korea	Ethiopia	Agriculture	0.0696113636802312
South Korea	Ethiopia	Fishing	0.0290741850124358
South Korea	Ethiopia	Mining and Quarrying	0.041019624884448
South Korea	Ethiopia	Food & Beverages	0.0118984718714149
South Korea	Ethiopia	Electrical and Machinery	0.0110115492365646
South Korea	Ethiopia	Recycling	0.0197281964556465
South Korea	Ethiopia	Construction	0.262773871885109
South Korea	Ethiopia	Maintenance and Repair	0.0316379559720673
South Korea	Ethiopia	Wholesale Trade	0.0306414224984459
South Korea	Ethiopia	Retail Trade	0.03413142547362
South Korea	Ethiopia	Hotels and Restraurants	0.0527964647742388
South Korea	Ethiopia	Transport	0.0725614256367825
South Korea	Ethiopia	Post and Telecommunications	0.0292691069200546
South Korea	Ethiopia	Finacial Intermediation and Business Activities	0.0283564515460448
South Korea	Ethiopia	Public Administration	0.0430988045124998
South Korea	Ethiopia	Education, Health and Other Services	0.239767545260657
South Korea	Ethiopia	Private Households	0.032207457368309
South Korea	Ethiopia	Re-export & Re-import	0.0226488592530704
South Korea	Fiji	Fishing	0.051676073282887
South Korea	Fiji	Food & Beverages	0.123190009591176
South Korea	Fiji	Transport	0.0134299900409962
South Korea	Fiji	Education, Health and Other Services	0.0250914858737073
South Korea	Finland	Products of agriculture, hunting and related services	0.0284007164671275
South Korea	Finland	Food products and beverages	0.0140592926146768
South Korea	Finland	Pulp, paper and paper products	0.0100034194162732
South Korea	Finland	Chemicals, chemical products and man-made fibres	0.0219457169371531
South Korea	Finland	Machinery and equipment n.e.c.	0.340630346277085
South Korea	Finland	Electrical machinery and apparatus n.e.c.	0.022110039981521
South Korea	Finland	Radio, television and communication equipment and apparatus	0.0243283802643093
South Korea	Finland	Medical, precision and optical instruments, watches and clocks	0.0616047541373724
South Korea	Finland	Hotel and restaurant services	0.0167668128932366
South Korea	Finland	Land transport, transport via pipeline services	0.0112002569022239
South Korea	Finland	Re-export	0.0103443313630317
South Korea	France	Food products and beverages	0.634051460634802
South Korea	France	Wearing apparel, furs	0.0342883199372759
South Korea	France	Leather and leather products	0.0108320768606401
South Korea	France	Chemicals, chemical products and man-made fibres	0.0914399067344433
South Korea	France	Machinery and equipment n.e.c.	0.194294487042529
South Korea	France	Electrical machinery and apparatus n.e.c.	0.0269596086765182
South Korea	France	Radio, television and communication equipment and apparatus	0.0288173582430036
South Korea	France	Medical, precision and optical instruments, watches and clocks	0.079518268613132
South Korea	France	Other transport equipment	0.110760776126389
South Korea	France	Furniture, other manufactured goods n.e.c.	0.0662831406035734
South Korea	France	Hotel and restaurant services	0.0343638191663646
South Korea	France	Land transport, transport via pipeline services	0.0172009696821301
South Korea	France	Re-export	0.0119442656608898
South Korea	French Polynesia	Fishing	0.0622611266780892
South Korea	Gabon	Agriculture	0.0206674519582642
South Korea	Gabon	Hotels and Restraurants	0.42980122935321
South Korea	Gabon	Transport	0.212856051386932
South Korea	Gabon	Education, Health and Other Services	0.389920233566035
South Korea	Gambia	Agriculture	0.0139359868297679
South Korea	Gambia	Food & Beverages	0.030647576849971
South Korea	Gambia	Electrical and Machinery	0.0110981067789991
South Korea	Georgia	Fish and other fishing products, services incidental to fishing	0.0376370853751964
South Korea	Georgia	Office machinery and computers, machinery, equipment  and apparatus n.e.c.	0.0132402692112567
South Korea	Georgia	Real estate and renting services, computer and related services, research and development services	0.0187512654980553
South Korea	Georgia	Legal, accounting, book-keeping and auditing services	0.0223349604773689
South Korea	Georgia	Architectural and  engineering services, technical testing and analysis services, advertising services	0.0296039150330291
South Korea	Georgia	Investigation and security services	0.0180675102657948
South Korea	Germany	Agriculture and hunting	0.023963176657527
South Korea	Germany	Fishing	0.0101254203861536
South Korea	Germany	Food products	0.0407620422047407
South Korea	Germany	Clothing	0.0286373016858586
South Korea	Germany	Footwear and leather	0.0177740415880369
South Korea	Germany	Pharmaceutical products	0.0114993130608376
South Korea	Germany	Chemical products	0.0113909418397707
South Korea	Germany	Machines	1.31501384790909
South Korea	Germany	Office equipment	0.0128626249290595
South Korea	Germany	Electricity generating equipment	0.033117303824363
South Korea	Germany	Communication and electronic equipment	0.038459250234486
South Korea	Germany	Medical, scientific, optical equipment, watches	0.162224203461411
South Korea	Germany	Passenger cars and parts	0.025912549097565
South Korea	Germany	Other vehicles	0.146051833119138
South Korea	Germany	Furniture, jewellery, musical instruments, sporting equipment, toys and other manufacturing	0.0400813816578402
South Korea	Germany	Gas supply	0.0118486387419116
South Korea	Germany	Accommodation and restaurants	0.0326104752871527
South Korea	Germany	Road and pipeline transport	0.0165901114671179
South Korea	Germany	Business services	0.0795562371485458
South Korea	Germany	Sports and entertainment	0.0126592602342317
South Korea	Germany	Reexport	1.17544803018235
South Korea	Ghana	Agriculture	1.42676909161873
South Korea	Greece	Products of agriculture, hunting and related services	0.0733825943510168
South Korea	Greece	Food products and beverages	0.0503442763437152
South Korea	Greece	Wearing apparel, furs	0.0189412548050467
South Korea	Greece	Machinery and equipment n.e.c.	0.0244411538214144
South Korea	Greece	Other transport equipment	0.0666477919889041
South Korea	Greece	Furniture, other manufactured goods n.e.c.	0.0167644931186135
South Korea	Guatemala	Agriculture	0.0106209187432493
South Korea	Guatemala	Fishing	0.0144374658160019
South Korea	Guatemala	Education, Health and Other Services	0.0191854645676737
South Korea	Guinea	Fishing	0.0238931411986871
South Korea	Guinea	Food & Beverages	1.87546146606193
South Korea	Guinea	Electrical and Machinery	0.0330455398492895
South Korea	Guinea	Construction	0.0161204906589999
South Korea	Guinea	Hotels and Restraurants	0.608862575249514
South Korea	Guinea	Transport	0.29193706406501
South Korea	Guinea	Education, Health and Other Services	0.65551135760623
South Korea	Honduras	Agriculture	0.242305150077192
South Korea	Honduras	Fishing	0.0104081007473699
South Korea	Honduras	Food & Beverages	0.0253194860582282
South Korea	Honduras	Textiles and Wearing Apparel	0.0270045519766877
South Korea	Honduras	Hotels and Restraurants	0.0455573842803306
South Korea	Honduras	Transport	0.018220905150402
South Korea	Honduras	Education, Health and Other Services	0.0490324489018088
South Korea	Hong Kong	non grain crops	0.0163669629621642
South Korea	Hong Kong	forestry	0.017094565953479
South Korea	Hong Kong	fisheries	0.894211904031906
South Korea	Hong Kong	wearing apparels	0.119616154699433
South Korea	Hong Kong	pulp paper etc	0.0127229909518104
South Korea	Hong Kong	machinery and equipment	0.589376808405669
South Korea	Hong Kong	other manufacturing	0.0890331427458081
South Korea	Hong Kong	trade and transport	0.157740586142611
South Korea	Hong Kong	other services (govt)	0.0135580571986678
South Korea	Hungary	Fish and other fishing products, services incidental of fishing	0.0100439165084035
South Korea	Hungary	Food products and beverages	0.202836534972236
South Korea	Hungary	Chemicals, chemical products and man-made fibres	0.0155211007668773
South Korea	Hungary	Office machinery and computers	0.0180632407531942
South Korea	Hungary	Radio, television and communication equipment and apparatus	0.0274194821985705
South Korea	Hungary	Motor vehicles, trailers and semi-trailers	0.0192401673207964
South Korea	Hungary	Hotel and restaurant services	0.0418991677154361
South Korea	Hungary	Land transport, transport via pipeline services	0.0100079073339115
South Korea	Hungary	Recreational, cultural and sporting services	0.0115882658056138
South Korea	Iceland	Food & Beverages	0.141358815534441
South Korea	Iceland	Electrical and Machinery	0.0132890192765901
South Korea	India	Other crops	0.116188459127637
South Korea	India	Animal services(agricultural)	0.136926603483005
South Korea	India	Miscellaneous food products	0.276162194930048
South Korea	India	Leather and leather products	0.0784974705337198
South Korea	India	Petroleum products	0.0127041418276846
South Korea	India	Drugs and medicines	0.0273708370810043
South Korea	India	Other chemicals	0.0105531984802191
South Korea	India	Electrical appliances	0.0184543518513025
South Korea	India	Miscellaneous manufacturing	0.147555704516724
South Korea	India	Other transport services	0.0374243600616878
South Korea	India	Hotels and restaurants	0.312589019796035
South Korea	India	Education and research	0.0240755234876191
South Korea	Indonesia	Food crops	0.0572568390607004
South Korea	Indonesia	Forestry	0.0102009953283667
South Korea	Indonesia	Fishery	0.0785042088558582
South Korea	Indonesia	Fish products	1.1546501994961
South Korea	Indonesia	Other food products	0.0538520087905246
South Korea	Indonesia	Wearing apparel	0.0108757314192776
South Korea	Indonesia	Leather and leather products	0.0144698109099573
South Korea	Indonesia	Timber	0.275733510606352
South Korea	Indonesia	Wooden furniture	0.115967423216908
South Korea	Indonesia	Other wooden products	0.0103106598162352
South Korea	Indonesia	Pulp and paper	0.0117793626556219
South Korea	Indonesia	Basic industrial chemicals	0.0201780487986599
South Korea	Indonesia	Drugs and medicine	0.101146241637027
South Korea	Indonesia	Other chemical products	0.0221401487364355
South Korea	Indonesia	Refined petroleum and its products	0.0444389668245443
South Korea	Indonesia	Tires and tubes	0.0454744158669386
South Korea	Indonesia	Other rubber products	0.0227527953444872
South Korea	Indonesia	Glass and glass products	0.0245485287484841
South Korea	Indonesia	Other non-metallic mineral products	0.133595061875893
South Korea	Indonesia	Metal products	0.0519348791494057
South Korea	Indonesia	Boilers, Engines and turbines	0.0169122698218562
South Korea	Indonesia	General machinery	0.0328559483958782
South Korea	Indonesia	Specialaized machinery	0.387332442116931
South Korea	Indonesia	Heavy Electrical equipment	0.0121521378033407
South Korea	Indonesia	Television sets, radios,audios and communication equipment	0.810495466520961
South Korea	Indonesia	Electronic computing equipment	0.19416556072012
South Korea	Indonesia	Semiconductors and integrated circuits	0.010400487346573
South Korea	Indonesia	Household electrical equipment	0.119000126419046
South Korea	Indonesia	Lighting fixtures, batteries, wiring and others	0.0270876843774422
South Korea	Indonesia	Shipbuilding	0.0118060370596079
South Korea	Indonesia	Precision machines	0.259061511024662
South Korea	Indonesia	Other manufacturing products	0.166428520254702
South Korea	Indonesia	Water supply	0.0648620543998057
South Korea	Indonesia	Transportation	1.30042092664709
South Korea	Indonesia	Finance and insurance	0.0441460035048328
South Korea	Indonesia	Real estate	0.0175442398737677
South Korea	Indonesia	Education and research	0.0625464617832204
South Korea	Indonesia	Restraunts	0.477485103139723
South Korea	Indonesia	Hotel	0.401075791488125
South Korea	Indonesia	Other services	1.28667382151191
South Korea	Iran	Farming  products n.e.c	0.019648767889889
South Korea	Iran	Prepared and preserved vegetables, Fruit Juices and vegetable juices & pepapated and preserved fruit and nuts	0.154236480636987
South Korea	Iran	Liquefied gas	0.10478569432628
South Korea	Iran	Lodging services	2.33566106171279
South Korea	Iran	Food & beverage serving services 	0.0799893032123366
South Korea	Iran	Road transport services of freight	0.037444283977623
South Korea	Iran	Water transport services	0.0320631330146706
South Korea	Iran	Supporting and auxiliary transport services	0.0489161572341794
South Korea	Iran	Insurance and pension services	0.0151591761438192
South Korea	Iran	Leasing or rental services concerning machinery and equipment without operator & other household appliances	0.0157403882072477
South Korea	Iran	Manufacturing services	0.0103791512706466
South Korea	Iran	Governmental general, technical and vocational secondary education services	0.0105124686590463
South Korea	Iran	Governmental higher education services	0.0235283787725609
South Korea	Iran	Private higher education services	0.0313272956681427
South Korea	Iraq	Hotels and Restraurants	0.0449826257574818
South Korea	Iraq	Transport	0.0663304305609346
South Korea	Iraq	Education, Health and Other Services	0.0417695145276069
South Korea	Ireland	Food products and beverages	0.0119388022750017
South Korea	Ireland	Chemicals, chemical products and man-made fibres	0.0797170180019889
South Korea	Ireland	Office machinery and computers	0.0673945669605176
South Korea	Ireland	Medical, precision and optical instruments, watches and clocks	0.012433814120441
South Korea	Ireland	Hotel and restaurant services	0.0573156791892284
South Korea	Ireland	Land transport, transport via pipeline services	0.0326657648141976
South Korea	Ireland	Education services	0.0134176202951253
South Korea	Ireland	Recreational, cultural and sporting services	0.02086383424178
South Korea	Israel	Processing of fruit, vegetables and fish 	0.0872214410348277
South Korea	Israel	Manufacture of cutlery, and cutting and hand tools	0.0212328089262705
South Korea	Israel	Manufacture of industrial machinery, parts and maintenance thereof, and of machinery for construction and road works, parts and maintenance thereof 	0.032660580696717
South Korea	Israel	Manufacture of telecommunications equipment	0.0765401586343498
South Korea	Israel	Manufacture of data- communications equipment and of domestic electronic equipment	0.0390444839304115
South Korea	Israel	Manufacture of industrial equipment for control and supervision	0.0257831506082126
South Korea	Israel	Manufacture of instruments for measuring, testing and navigating	0.0411636770670044
South Korea	Israel	Manufacture of optical instruments and photographic equipment	0.026543798390795
South Korea	Israel	Manufacture of jewellery, and goldsmith's and silversmith's articles	0.0835210693263999
South Korea	Israel	Hotels and accommodation services	0.0363135356033911
South Korea	Israel	Water transport	0.0137566265468067
South Korea	Israel	Other transport services      	0.016139650058694
South Korea	Israel	Photographic activities and other business activities n.e.c.	0.459465348128993
South Korea	Israel	Recreational, cultural and sporting activities	0.0276201253396886
South Korea	Italy	Food products and beverages	0.260410143531656
South Korea	Italy	Textiles	0.0430671593068117
South Korea	Italy	Wearing apparel, furs	0.938927480143824
South Korea	Italy	Leather and leather products	0.299355913757276
South Korea	Italy	Printed matter and recorded media	0.021091521880486
South Korea	Italy	Chemicals, chemical products and man-made fibres	0.0489529750800475
South Korea	Italy	Fabricated metal products, except machinery and equipment	0.0110051064919747
South Korea	Italy	Machinery and equipment n.e.c.	1.55592701255428
South Korea	Italy	Office machinery and computers	0.0268142844011098
South Korea	Italy	Electrical machinery and apparatus n.e.c.	0.0456191086132702
South Korea	Italy	Medical, precision and optical instruments, watches and clocks	0.0651218713718064
South Korea	Italy	Other transport equipment	0.0152019188761945
South Korea	Italy	Furniture, other manufactured goods n.e.c.	0.144160877708018
South Korea	Italy	Hotel and restaurant services	0.0648364625387981
South Korea	Italy	Recreational, cultural and sporting services	0.0131914808300229
South Korea	Japan	Agricultural services (except veterinary service)	0.284944630197247
South Korea	Japan	Silviculture	0.0222356653070653
South Korea	Japan	Marine fisheries	0.0529539402618113
South Korea	Japan	Marine culture	0.0760597214407669
South Korea	Japan	Slaughtering and meat processing	0.0270043308962988
South Korea	Japan	Frozen fish and shellfish	0.353985055933697
South Korea	Japan	Other processed seafood	0.354770447962899
South Korea	Japan	Tobacco	0.0111134658234247
South Korea	Japan	Other final chemical products	0.0455972525304373
South Korea	Japan	Petroleum refinery products (inc. greases)	0.82858896255169
South Korea	Japan	Rubber footwear	0.0150698023429456
South Korea	Japan	Plastic footwear	0.0185679582368228
South Korea	Japan	Leather and fur skins	0.141290407902451
South Korea	Japan	Other glass products	0.0200402080415971
South Korea	Japan	Clay refractories	0.065288187367452
South Korea	Japan	Copper	0.0304858029803181
South Korea	Japan	Electric wires and cables	0.0215868158948613
South Korea	Japan	Optical fiber cables	0.0337348026905692
South Korea	Japan	Rolled and drawn copper and copper alloys	0.0103655963040257
South Korea	Japan	Other general industrial machinery and equipment	0.0380347033021256
South Korea	Japan	Metal machine tools	0.0285400813157486
South Korea	Japan	Other special machinery for industrial use	0.0632931412248493
South Korea	Japan	Other office machines	0.0205489329942307
South Korea	Japan	Electronic computing equipment (accessory equipment)	0.026184841378505
South Korea	Japan	Steel ships	1.92476669959181
South Korea	Japan	Jewelry and adornments	0.0221642529531981
South Korea	Japan	Railway transport (freight)	0.0146030680375187
South Korea	Japan	Road freight transport	0.0180801028244663
South Korea	Japan	Self-transport by private cars (passengers)	0.233013193742937
South Korea	Japan	Ocean transport	1.31676673862977
South Korea	Japan	Coastal and inland water transport	0.0357132197028708
South Korea	Japan	Air transport	0.0224670468324259
South Korea	Japan	Travel agency and other services relating to transport	0.0283779674229099
South Korea	Japan	Other business services	0.0802052370056689
South Korea	Japan	Movie theaters	0.0233711897812102
South Korea	Japan	Theater and entertainment facilities	0.0138370734492562
South Korea	Japan	General eating and drinking places (except coffee shops)	0.187473444308499
South Korea	Japan	Coffee shops	0.0232204008420642
South Korea	Japan	Eating and drinking places for pleasures	0.0759910195733961
South Korea	Japan	Hotel and other lodging places	0.39193410889971
South Korea	Japan	Activities not elsewhere classified	0.0225269645812538
South Korea	Kenya	Metals and Machinery	0.0208416015412988
South Korea	Kuwait	Petroleum refineries	0.559051928330926
South Korea	Kuwait	Restaurants, cafes & other eating & drinking places	0.153508947466802
South Korea	Kuwait	Hotels, rooming houses, camps & other loding places	0.144870248912883
South Korea	Kuwait	Land transport	0.329285655661432
South Korea	Kuwait	Water transport	0.223985174398308
South Korea	Kuwait	Air transport	0.0310452739895155
South Korea	Kuwait	Services allied to transport 	0.0881536918845994
South Korea	Kuwait	Financial institutions 	0.0141614007188904
South Korea	Kuwait	Insurance	0.0171735040988319
South Korea	Kuwait	Business services except machinery & equipment rental & leasing	2.26103431621761
South Korea	Kuwait	Education services	0.0491965020098753
South Korea	Kuwait	Motion picture & other entertainment services	0.0265905186204993
South Korea	Kyrgyzstan	Irrigation water supply	0.0463733182854938
South Korea	Kyrgyzstan	Chemicalization service	0.0454088504799021
South Korea	Kyrgyzstan	Other Agri. Services	0.0406035170650739
South Korea	Laos	Agriculture	0.024390680960562
South Korea	Laos	Transport	0.0175878826647956
South Korea	Laos	Education, Health and Other Services	0.0122311240356436
South Korea	Liberia	Agriculture	0.0178095992158296
South Korea	Liberia	Transport Equipment	0.200367802135725
South Korea	Liberia	Construction	0.0535304759069622
South Korea	Liberia	Hotels and Restraurants	0.178170193743323
South Korea	Liberia	Transport	0.106483643950523
South Korea	Liberia	Education, Health and Other Services	0.221991943585037
South Korea	Libya	Food & Beverages	0.0863536398449678
South Korea	Liechtenstein	Agriculture	0.0110137430579806
South Korea	Liechtenstein	Fishing	0.118117017842166
South Korea	Luxembourg	Fishing	0.026461012150863
South Korea	Luxembourg	Textiles and Wearing Apparel	0.0104053434812138
South Korea	Luxembourg	Electrical and Machinery	0.0225728306894051
South Korea	Luxembourg	Transport	0.0398838650064569
South Korea	Luxembourg	Education, Health and Other Services	0.0299598933470486
South Korea	Madagascar	Agriculture	0.107692837351226
South Korea	Madagascar	Fishing	0.131992847355923
South Korea	Madagascar	Textiles and Wearing Apparel	0.0106578173811357
South Korea	Madagascar	Transport	0.0113159631091578
South Korea	Malawi	Agriculture	0.0155379818696678
South Korea	Malaysia	Rubber primary products	0.0121316229315034
South Korea	Malaysia	Coconut	0.0115725144194257
South Korea	Malaysia	Forestry & logging products	0.0176567594133664
South Korea	Malaysia	Fish etc.	0.034903689213721
South Korea	Malaysia	Preserved fruits & vegetables	0.0794179445541124
South Korea	Malaysia	Preserved seafood	0.394095758379495
South Korea	Malaysia	Oils and fats	0.125773874779149
South Korea	Malaysia	Bakery products	0.0548488061161186
South Korea	Malaysia	Confectionery	0.520603746141626
South Korea	Malaysia	Other foods	0.039865717787707
South Korea	Malaysia	Leather products	0.163204975676426
South Korea	Malaysia	Other wood products	0.0381518793475175
South Korea	Malaysia	Furniture 	0.0413563864699959
South Korea	Malaysia	Industrial chemicals	0.0282299872207648
South Korea	Malaysia	Soap & cleaning preparations	0.187778850426799
South Korea	Malaysia	Petrol & coal products	0.0124493352347073
South Korea	Malaysia	Clay products	0.0281148580148002
South Korea	Malaysia	Industrial machinery	0.0105959444935952
South Korea	Malaysia	Radio, TV & com. equipment	0.405574927698365
South Korea	Malaysia	Other electrical machinery	0.117634114187832
South Korea	Malaysia	Ships & boats	0.0274103912274515
South Korea	Malaysia	Other manufacturing products	0.0302888148034736
South Korea	Malaysia	Buildings & constructions	0.0336617888758726
South Korea	Malaysia	Hotels & restaurants	1.4571379591728
South Korea	Malaysia	Transport	0.904936588090454
South Korea	Malaysia	Business services	2.37020656805052
South Korea	Malaysia	Education - Private	0.101795896472215
South Korea	Malaysia	Education - Public	2.50017000020661
South Korea	Malaysia	Entertainment	0.205717991724984
South Korea	Malaysia	Radio & TV broadcasting	0.0858128042394948
South Korea	Malaysia	Recreation	0.138267198809614
South Korea	Malaysia	Other private services	0.0127070240175083
South Korea	Maldives	Fishing	0.0161522506080259
South Korea	Mali	Agriculture	0.0382762594552551
South Korea	Mali	Electrical and Machinery	0.0151163649178578
South Korea	Mali	Hotels and Restraurants	0.0773846264315333
South Korea	Mali	Transport	0.0324875942549461
South Korea	Mali	Education, Health and Other Services	0.0544573418943886
South Korea	Malta	Fish and other fishing products, services incidental of fishing	0.0190782194653525
South Korea	Malta	Food products and beverages	0.232965758956654
South Korea	Malta	Hotel and restaurant services	0.129405852297958
South Korea	Malta	Land transport, transport via pipeline services	0.034946858273678
South Korea	Malta	Water transport services	0.0189133053576485
South Korea	Malta	Supporting and auxiliary transport services, travel agency services	0.0149372427214923
South Korea	Malta	Services auxiliary to financial intermediation	0.0150065681399274
South Korea	Malta	Renting services of machinery and equipment without operator and of personal and household goods	0.0196158594257426
South Korea	Malta	Recreational, cultural and sporting services	0.0128557507055585
South Korea	Mauritania	Fishing	0.0179093219222201
South Korea	Mauritania	Food & Beverages	0.0234564776884043
South Korea	Mauritius	Meat, fish, fruit, vegetables, oils and fats 	0.0101541988321078
South Korea	Mexico	Fishing, hunting and trapping	0.0109852982344956
South Korea	Mexico	Services related to agriculture and forestry	0.201647586823371
South Korea	Mexico	Food industry	0.107244559400596
South Korea	Mexico	Beverage industry and snuff	0.0249299159032224
South Korea	Mexico	Manufacture of machinery and equipment	0.0347308687045723
South Korea	Mexico	Manufacture of electrical generating equipment and electrical appliances and accessories	0.023742314094613
South Korea	Mexico	Support services businesses	0.0115553791962964
South Korea	Monaco	Fishing	0.0686437464117736
South Korea	Mongolia	Food & Beverages	0.0103002266643085
South Korea	Mongolia	Textiles and Wearing Apparel	0.0114553726807693
South Korea	Mongolia	Electrical and Machinery	0.0224221423588035
South Korea	Mongolia	Transport	0.0101644609899838
South Korea	Montenegro	Agriculture	0.0451302622752863
South Korea	Montenegro	Fishing	0.0132366650949937
South Korea	Montenegro	Mining and Quarrying	0.0125111675898105
South Korea	Montenegro	Food & Beverages	0.0317443965835539
South Korea	Montenegro	Construction	0.0111896102923245
South Korea	Montenegro	Transport	0.0144770264652822
South Korea	Morocco	Agriculture	0.0250045942543708
South Korea	Morocco	Fishing	0.786352347435056
South Korea	Morocco	Food & Beverages	0.299761657239199
South Korea	Morocco	Textiles and Wearing Apparel	0.0120951345611599
South Korea	Morocco	Transport	0.0121386700781874
South Korea	Morocco	Education, Health and Other Services	0.011845875699714
South Korea	Mozambique	Fishing	0.0130082091774763
South Korea	Myanmar	Agriculture	0.758477384019855
South Korea	Myanmar	Food & Beverages	0.0254079743471901
South Korea	Myanmar	Textiles and Wearing Apparel	0.0298093052781257
South Korea	Myanmar	Transport Equipment	0.0562297132608
South Korea	Myanmar	Transport	0.0115142289656596
South Korea	Namibia	Fishing	0.0125761125296374
South Korea	Namibia	Transport	0.0119849335139381
South Korea	Nepal	Textiles and Wearing Apparel	0.116436514063023
South Korea	Netherlands	Products of agriculture, hunting and related services	0.0329954556558123
South Korea	Netherlands	Food products and beverages	0.931646637742792
South Korea	Netherlands	Chemicals, chemical products and man-made fibres	0.01481418199908
South Korea	Netherlands	Machinery and equipment n.e.c.	0.228440279770261
South Korea	Netherlands	Office machinery and computers	0.0260983535673443
South Korea	Netherlands	Medical, precision and optical instruments, watches and clocks	0.0932486096746835
South Korea	Netherlands	Hotel and restaurant services	0.0150587452887954
South Korea	Netherlands	Land transport, transport via pipeline services	0.0129325618573233
South Korea	Netherlands	Education services	0.0106716707646989
South Korea	Netherlands	Re-export	0.592570166891952
South Korea	New Caledonia	Fishing	0.0242710900707177
South Korea	New Caledonia	Hotels and Restraurants	0.314436902330404
South Korea	New Caledonia	Transport	0.10863746330823
